광고소재명,광고소재등록일,광고소재초수,대업종 분류,중업종 분류,소업종 분류,광고주명,광고회사명,광고제작사,실제재생초수,AISAC_URL
농협은행 NH올원뱅크 : 금융상품몰편,2024-07-16,30.0,"금융,보험및증권",금융및보험,은행,농협은행주식회사,(주)딥다이브컴퍼니,뮤지엄컨텐츠,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861327H01_1_24-TH-08-057
삼성전자 갤럭시 Z 플립6 : 통역편,2024-07-16,15.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/862129H01_1_24-TH-08-618
삼성전자 갤럭시 Z 플립6 : 통역편,2024-07-16,15.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/862129H01_1_24-TH-08-618
삼성전자 갤럭시 Z 플립6 : 통역편,2024-07-16,15.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/862129H01_1_24-TH-08-618
어댑트 푸드올로지 : 새로워진 빨간통이벤트편,2024-07-16,15.0,식품,건강식품,다이어트식품,주식회사어댑트(adaptInc.),(주)제일기획,(주)앨리스퀘어크리에이티브,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860435H01_1_24-TH-07-488
어댑트 푸드올로지 : 새로워진 빨간통이벤트편,2024-07-16,15.0,식품,건강식품,다이어트식품,주식회사어댑트(adaptInc.),(주)제일기획,(주)앨리스퀘어크리에이티브,,
도안 푸르지오 디아델 : 그랜드 오픈편,2024-07-16,30.0,"건설,건재및부동산",부동산임대및매매,아파트임대및매매,금실개발,(주)빅애드컴,인터크레존,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860429H01_1_24-TH-07-482
이가네식육식당 : 고령한우 직판장편,2024-07-16,20.0,서비스,음식및숙박,대중음식점,이가네가야밀면식육식당,(주)유프레임,유프레임,20.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860396H01_1_24-TH-07-462
이가네식육식당 : 고령한우 직판장편,2024-07-16,20.0,서비스,음식및숙박,대중음식점,이가네가야밀면식육식당,(주)유프레임,유프레임,,
이가네식육식당 : 고령한우 직판장편,2024-07-16,20.0,서비스,음식및숙박,대중음식점,이가네가야밀면식육식당,(주)유프레임,유프레임,,
엔와이푸드 뉴욕버거 : 본편,2024-07-16,15.0,식품,제빵,"햄버거,피자및샌드위치",주식회사엔와이푸드,메가존(주),(주)원더랩,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860455H01_1_24-TH-07-509
라메디텍  퓨라셀미 : PURAXEL-ME or Not편,2024-07-16,15.0,화장품및보건용품,화장도구,"이,미용구",주식회사라메디텍,(주)오리콤,토스트,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860433H01_1_24-TH-07-487
NH농협손해보험 NH가성비굿건강보험 : 이름값 하는 보험편,2024-07-16,30.0,"금융,보험및증권",금융및보험,손해보험,농협손해보험주식회사,(주)딥다이브컴퍼니,(주)딥다이브컴퍼니,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860401H01_1_24-TH-07-470
쿡스탑앤푸드 : 도시아낙네 김치,2024-07-16,30.0,식품,농산품,농산품기타,주식회사쿡스탑앤푸드,(주)우일기획,지피지기(ZPZGi),30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860415H01_1_24-TH-07-476
퍼틸레인 : 모바일게임 로드나인 론칭 B,2024-07-16,15.0,컴퓨터및정보통신,컴퓨터게임,모바일게임,(주)퍼틸레인,(주)나스미디어,퍼틸레인,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860397H01_1_24-TX-07-031
캐롯손해보험 : 캐롯 재가입률편,2024-07-16,15.0,"금융,보험및증권",금융및보험,손해보험,캐롯손해보험주식회사,(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861738H01_1_24-TH-08-372
케이티 : KT 갤럭시Z Flip6 가입문의편,2024-07-16,30.0,컴퓨터및정보통신,통신망,이동통신,(주)케이티,(주)제일기획,제일기획,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860434H01_1_24-TH-07-486
오뚜기 : 오뚜기카레 아빠카레편,2024-07-15,15.0,식품,대용식품,대용식품제품종합,(주)오뚜기,(주)애드리치,(주)애드리치,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860368H01_1_24-TH-07-430
한국맥도날드 : 2024 맥스파이시 햄버거,2024-07-15,30.0,식품,제빵,"햄버거,피자및샌드위치",한국맥도날드유한회사,레오버넷(주),레오버넷,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860371H01_1_24-TX-07-030
명인제약 : 이가탄 세대편 수정,2024-07-15,15.0,제약및의료,"이비인후,치과및안과용제",구내염용제,명인제약(주),주식회사 명애드컴,(주)티키타카,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860718H01_1_24-TH-07-709
울주군청 : KTX-이음 남창역 정차 기원,2024-07-15,30.0,관공서및단체,중앙및지방관공서,지방자치단체,울주군청,한국언론진흥재단,이상한콘텐츠,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860360H01_1_24-TH-07-439
오뚜기 : 오뚜기카레 엄마카레편,2024-07-15,30.0,식품,대용식품,대용식품제품종합,(주)오뚜기,(주)애드리치,(주)애드리치,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860370H01_1_24-TH-07-427
레고코리아 : 레고 드림즈 완구 15초 B,2024-07-15,15.0,가정용품,완구류,"조립,모형완구",레고코리아(주),미디어브랜즈코리아 주식회사,미디어브랜즈코리아 주식회사,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860365H01_1_24-TH-07-435
악사손해보험 : 나를 지켜주는 암보험,2024-07-15,60.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기업PR",악사손해보험,,,60.06,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860779H01_1_24-HC-07-084
레고코리아 : 레고 드림즈 완구 15초 A,2024-07-15,15.0,가정용품,완구류,"조립,모형완구",레고코리아(주),미디어브랜즈코리아 주식회사,미디어브랜즈코리아 주식회사,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860364H01_1_24-TH-07-436
롯데컬처웍스 상영 안내 : 파일럿편,2024-07-15,15.0,서비스,문화및공연,영화,롯데컬처웍스(주),(주)이노션,주식회사 이노션,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860959H01_1_24-TH-07-896
롯데컬처웍스 상영 안내 : 파일럿편,2024-07-15,15.0,서비스,문화및공연,영화,롯데컬처웍스(주),(주)이노션,주식회사 이노션,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860959H01_1_24-TH-07-896
롯데컬처웍스 상영 안내 : 파일럿편,2024-07-15,15.0,서비스,문화및공연,영화,롯데컬처웍스(주),(주)이노션,주식회사 이노션,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860959H01_1_24-TH-07-896
삼성전자 GalaxyBrand : Life opens up with GalaxAI편,2024-07-15,60.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860560H01_1_24-TH-07-580
삼성전자 GalaxyBrand : Life opens up with GalaxAI편,2024-07-15,60.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860560H01_1_24-TH-07-580
삼성전자 GalaxyBrand : Life opens up with GalaxAI편,2024-07-15,60.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860560H01_1_24-TH-07-580
삼성전자 GalaxyBrand : Life opens up with GalaxAI편,2024-07-15,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860560H01_1_24-TH-07-580
삼성전자 GalaxyBrand : Life opens up with GalaxAI편,2024-07-15,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860560H01_1_24-TH-07-580
삼성전자 GalaxyBrand : Life opens up with GalaxAI편,2024-07-15,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860560H01_1_24-TH-07-580
명인제약 이가탄 : 세대편,2024-07-15,15.0,제약및의료,"이비인후,치과및안과용제",구내염용제,명인제약(주),주식회사 명애드컴,(주)티키타카,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860718H01_1_24-TH-07-709
명인제약 이가탄 : 세대편,2024-07-15,15.0,제약및의료,"이비인후,치과및안과용제",구내염용제,명인제약(주),주식회사 명애드컴,(주)티키타카,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860718H01_1_24-TH-07-709
명인제약 이가탄 : 세대편,2024-07-15,15.0,제약및의료,"이비인후,치과및안과용제",구내염용제,명인제약(주),주식회사 명애드컴,(주)티키타카,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860718H01_1_24-TH-07-709
명인제약 이가탄 : 세대편,2024-07-15,15.0,제약및의료,"이비인후,치과및안과용제",구내염용제,명인제약(주),주식회사 명애드컴,(주)티키타카,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860718H01_1_24-TH-07-709
메르세데스벤츠코리아 S-Class : 시대의 기준편,2024-07-15,30.0,수송기기,수입자동차,수입승용차,메르세데스벤츠코리아주식회사,주식회사 에이치에스애드,버튼크리에이티브,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860386H01_1_24-TH-07-453
메르세데스벤츠코리아 S-Class : 시대의 기준편,2024-07-15,30.0,수송기기,수입자동차,수입승용차,메르세데스벤츠코리아주식회사,주식회사 에이치에스애드,버튼크리에이티브,,
롯데컬처웍스 상영 안내 : 파일럿편,2024-07-15,15.0,서비스,문화및공연,영화,롯데컬처웍스(주),(주)이노션,주식회사 이노션,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860959H01_1_24-TH-07-896
롯데컬처웍스 상영 안내 : 파일럿편,2024-07-15,15.0,서비스,문화및공연,영화,롯데컬처웍스(주),(주)이노션,주식회사 이노션,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860959H01_1_24-TH-07-896
롯데컬처웍스 상영 안내 : 파일럿편,2024-07-15,15.0,서비스,문화및공연,영화,롯데컬처웍스(주),(주)이노션,주식회사 이노션,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860959H01_1_24-TH-07-896
동아제약 노스카나 : 빠를수록 바를수록편,2024-07-15,15.0,제약및의료,두피및피부용제,여드름치료제,동아제약(주),(주)에스엠컬처앤콘텐츠 광고사업부문,제일기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860378H01_1_24-TH-07-445
동아제약 노스카나 : 빠를수록 바를수록편,2024-07-15,15.0,제약및의료,두피및피부용제,여드름치료제,동아제약(주),(주)에스엠컬처앤콘텐츠 광고사업부문,제일기획,,
명인제약 이가탄 : 전광렬 엔딩편,2024-07-15,15.0,제약및의료,"이비인후,치과및안과용제","이비인후,치과및안과용제제품종합",명인제약,(주)연합뉴스티브이,,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860426H01_1_24-HC-07-067
명인제약 이가탄 : 세대편,2024-07-15,20.0,제약및의료,"이비인후,치과및안과용제",구내염용제,명인제약(주),주식회사 명애드컴,(주)티키타카,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860718H01_1_24-TH-07-709
명인제약 이가탄 : 세대편,2024-07-15,20.0,제약및의료,"이비인후,치과및안과용제",구내염용제,명인제약(주),주식회사 명애드컴,(주)티키타카,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860718H01_1_24-TH-07-709
명인제약 이가탄 : 세대편,2024-07-15,20.0,제약및의료,"이비인후,치과및안과용제",구내염용제,명인제약(주),주식회사 명애드컴,(주)티키타카,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860718H01_1_24-TH-07-709
명인제약 이가탄 : 세대편,2024-07-15,20.0,제약및의료,"이비인후,치과및안과용제",구내염용제,명인제약(주),주식회사 명애드컴,(주)티키타카,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860718H01_1_24-TH-07-709
정인구팥빵 PR : 정성을 다하는 베이커리편,2024-07-15,20.0,식품,제빵,제빵제품종합,정인구팥빵,주식회사 제이엔프로,주식회사 제이엔프로,20.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861541H01_1_24-TH-08-219
오뚜기 카레 : 아빠카레편,2024-07-15,30.0,식품,대용식품,대용식품제품종합,(주)오뚜기,(주)애드리치,(주)애드리치,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860368H01_1_24-TH-07-430
오뚜기 카레 : 아빠카레편,2024-07-15,30.0,식품,대용식품,대용식품제품종합,(주)오뚜기,(주)애드리치,(주)애드리치,,
오뚜기 카레 : 엄마카레편,2024-07-15,15.0,식품,대용식품,대용식품제품종합,(주)오뚜기,(주)애드리치,(주)애드리치,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860370H01_1_24-TH-07-427
오뚜기 카레 : 엄마카레편,2024-07-15,15.0,식품,대용식품,대용식품제품종합,(주)오뚜기,(주)애드리치,(주)애드리치,,
오뚜기 카레 : 엄마카레편,2024-07-15,15.0,식품,대용식품,대용식품제품종합,(주)오뚜기,(주)애드리치,(주)애드리치,,
퍼시스 슬로우베드 : 내일의 발견편,2024-07-15,15.0,가정용품,가구류,침대,(주)퍼시스,TBWA KOREA(주),TBWA KOREA(주),15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861282H01_1_24-TH-08-032
엔와이푸드 뉴욕버거 : 뉴욕패티편,2024-07-15,30.0,식품,제빵,"햄버거,피자및샌드위치",주식회사엔와이푸드,메가존(주),(주)원더랩,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860372H01_1_24-TX-07-029
명인제약 이가탄 : 김지호 엔딩편,2024-07-15,15.0,제약및의료,"이비인후,치과및안과용제","이비인후,치과및안과용제제품종합",명인제약,(주)연합뉴스티브이,,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860426H01_1_24-HC-07-067
일동제약 아로나민골드 : 빼버려편,2024-07-12,15.0,제약및의료,대사성의약,자양강장제,일동제약(주),(주)한컴,주식회사 리멤버,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860327H01_1_24-TH-07-401
씨제이웰케어 CJ쏘팔메토 전립소 프리미엄 : 전화주세요편,2024-07-12,60.0,식품,건강식품,건강보조식품,씨제이웰케어(주),,,60.06,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860342H01_1_24-HC-07-059
에스케이텔레콤 SKT 갤럭시 Z Fold6 : 육대급 혜택편,2024-07-12,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,(주)에스엠컬처앤콘텐츠 광고사업부문,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860852H01_1_24-TH-07-818
에스케이텔레콤 SKT 갤럭시 Z Fold6 : 육대급 혜택편,2024-07-12,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,(주)에스엠컬처앤콘텐츠 광고사업부문,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860852H01_1_24-TH-07-818
에스케이텔레콤 SKT 갤럭시 Z Fold6 : 육대급 혜택편,2024-07-12,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,(주)에스엠컬처앤콘텐츠 광고사업부문,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860852H01_1_24-TH-07-818
에스케이텔레콤 SKT 갤럭시 Z Fold6 : 육대급 혜택편,2024-07-12,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,(주)에스엠컬처앤콘텐츠 광고사업부문,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860852H01_1_24-TH-07-818
에스케이텔레콤 SKT 갤럭시 Z 폴더블6 : 육대급 혜택편,2024-07-12,60.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,(주)에스엠컬처앤콘텐츠 광고사업부문,60.06,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860290H01_1_24-TH-07-368
에스케이텔레콤 SKT 갤럭시 Z 폴더블6 : 육대급 혜택편,2024-07-12,60.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,(주)에스엠컬처앤콘텐츠 광고사업부문,60.06,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860290H01_1_24-TH-07-368
에스케이텔레콤 SKT 갤럭시 Z Flip6 : 육대급 혜택편,2024-07-12,30.0,컴퓨터및정보통신,통신기기,휴대폰,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860856H01_1_24-TH-07-817
에스케이텔레콤 SKT 갤럭시 Z Flip6 : 육대급 혜택편,2024-07-12,30.0,컴퓨터및정보통신,통신기기,휴대폰,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860856H01_1_24-TH-07-817
엘지유플러스 LGU갤럭시Z6FLIP : 통신비 할인편,2024-07-12,15.0,컴퓨터및정보통신,통신정보서비스,통신정보서비스기타,(주)엘지유플러스,주식회사 에이치에스애드,오리콤,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860314H01_1_24-TH-07-392
현대자동차 캐스퍼 일렉트릭 : 사전계약편,2024-07-12,30.0,수송기기,승용자동차,소형승용차,현대자동차(주),(주)이노션,(주)어셈블인,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860320H01_1_24-TH-07-394
명인제약 이가탄 : 세대편,2024-07-12,20.0,제약및의료,"이비인후,치과및안과용제",구내염용제,명인제약(주),주식회사 명애드컴,(주)티키타카,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860718H01_1_24-TH-07-709
명인제약 이가탄 : 세대편,2024-07-12,20.0,제약및의료,"이비인후,치과및안과용제",구내염용제,명인제약(주),주식회사 명애드컴,(주)티키타카,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860718H01_1_24-TH-07-709
명인제약 이가탄 : 세대편,2024-07-12,20.0,제약및의료,"이비인후,치과및안과용제",구내염용제,명인제약(주),주식회사 명애드컴,(주)티키타카,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860718H01_1_24-TH-07-709
명인제약 이가탄 : 세대편,2024-07-12,20.0,제약및의료,"이비인후,치과및안과용제",구내염용제,명인제약(주),주식회사 명애드컴,(주)티키타카,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860718H01_1_24-TH-07-709
에스엘바이오텍 뉴트리코어 블루션 : 아니죠편,2024-07-12,30.0,식품,건강식품,건강보조식품,주식회사에스엘바이오텍,(주)이노션,주식회사 이노션,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860277H01_1_24-TH-07-376
에스케이텔레콤 SKT 갤럭시 Z Fold6 : 육대급 혜택편,2024-07-12,30.0,컴퓨터및정보통신,통신기기,휴대폰,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860852H01_1_24-TH-07-818
에스케이텔레콤 SKT 갤럭시 Z Fold6 : 육대급 혜택편,2024-07-12,30.0,컴퓨터및정보통신,통신기기,휴대폰,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860852H01_1_24-TH-07-818
에스케이텔레콤 SKT 갤럭시 Z Fold6 : 육대급 혜택편,2024-07-12,30.0,컴퓨터및정보통신,통신기기,휴대폰,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860852H01_1_24-TH-07-818
에스케이텔레콤 SKT 갤럭시 Z Fold6 : 육대급 혜택편,2024-07-12,30.0,컴퓨터및정보통신,통신기기,휴대폰,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860852H01_1_24-TH-07-818
엘지유플러스 LGU 갤럭시 Z 폴드6 : 통신비 하나로 다 되는 세상편,2024-07-12,15.0,컴퓨터및정보통신,통신정보서비스,통신정보서비스기타,(주)엘지유플러스,주식회사 에이치에스애드,오리콤,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860663H01_1_24-TH-07-662
엘지유플러스 LGU 갤럭시 Z 폴드6 : 통신비 하나로 다 되는 세상편,2024-07-12,15.0,컴퓨터및정보통신,통신정보서비스,통신정보서비스기타,(주)엘지유플러스,주식회사 에이치에스애드,오리콤,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860663H01_1_24-TH-07-662
엘지유플러스 LGU 갤럭시 Z 폴드6 : 통신비 하나로 다 되는 세상편,2024-07-12,15.0,컴퓨터및정보통신,통신정보서비스,통신정보서비스기타,(주)엘지유플러스,주식회사 에이치에스애드,오리콤,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860663H01_1_24-TH-07-662
거제케이블카 : 거제 파노라마 케이블카편,2024-07-12,20.0,서비스,스포츠및오락시설,공원및테마파크,거제케이블카주식회사,주식회사 애드클래스,주식회사 애드클래스,20.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860305H01_1_24-TH-07-382
오롯이 오롯이 주스 : 건강한 하루 루틴편,2024-07-12,20.0,음료및기호식품,음료및기호식품기타,음료및기호식품기타,오롯이,(주)우일기획,스마트솔루션,20.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860299H01_1_24-TH-07-388
케이티 KT 갤럭시 Z 폴더블 6 : 사전예약 혜택편,2024-07-12,15.0,컴퓨터및정보통신,통신망,이동통신,(주)케이티,(주)제일기획,제일기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860331H01_1_24-TH-07-403
"충청남도청 충남의 바다 :  매력 충만, 요즘 충남편",2024-07-12,15.0,관공서및단체,중앙및지방관공서,지방자치단체,충청남도청,(주)에스비에스엠앤씨,(주)에스비에스엠앤씨,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860284H01_1_24-TH-07-373
에스케이텔레콤 SKT 갤럭시 Z 폴더블6 : 육대급 혜택편,2024-07-12,60.0,컴퓨터및정보통신,통신기기,휴대폰,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문,60.06,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860290H01_1_24-TH-07-368
에스케이텔레콤 SKT 갤럭시 Z 폴더블6 : 육대급 혜택편,2024-07-12,60.0,컴퓨터및정보통신,통신기기,휴대폰,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문,60.06,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860290H01_1_24-TH-07-368
명인제약 이가탄 : 세대편,2024-07-12,15.0,제약및의료,"이비인후,치과및안과용제",구내염용제,명인제약(주),주식회사 명애드컴,(주)티키타카,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860718H01_1_24-TH-07-709
명인제약 이가탄 : 세대편,2024-07-12,15.0,제약및의료,"이비인후,치과및안과용제",구내염용제,명인제약(주),주식회사 명애드컴,(주)티키타카,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860718H01_1_24-TH-07-709
명인제약 이가탄 : 세대편,2024-07-12,15.0,제약및의료,"이비인후,치과및안과용제",구내염용제,명인제약(주),주식회사 명애드컴,(주)티키타카,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860718H01_1_24-TH-07-709
명인제약 이가탄 : 세대편,2024-07-12,15.0,제약및의료,"이비인후,치과및안과용제",구내염용제,명인제약(주),주식회사 명애드컴,(주)티키타카,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860718H01_1_24-TH-07-709
롯데칠성음료 칠성사이다 : 밤편,2024-07-12,15.0,음료및기호식품,비알콜음료,사이다,롯데칠성음료(주),(주)대홍기획,히어로크리에이티브,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860282H01_1_24-TX-07-026
DB손해보험 나에게 맞춘 플러스간편건강보험 : 나를 위한 간편 건강보험편,2024-07-12,60.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기업PR",DB손해보험,,,60.06,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860332H01_1_24-HC-07-057
DB손해보험 나에게 맞춘 플러스간편건강보험 : 나를 위한 간편 건강보험편,2024-07-12,60.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기업PR",DB손해보험,,,,
현대자동차 캐스퍼 일렉트릭 : 전력을 다하다편,2024-07-12,30.0,수송기기,승용자동차,소형승용차,현대자동차(주),(주)이노션,(주)어셈블인,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860318H01_1_24-TH-07-395
현대자동차 캐스퍼 일렉트릭 : 전력을 다하다편,2024-07-12,30.0,수송기기,승용자동차,소형승용차,현대자동차(주),(주)이노션,(주)어셈블인,,
프리드라이프 : 상조 서비스 상품 가입,2024-07-12,60.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권제품종합",프리드라이프,,,60.06,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860325H01_1_24-HC-07-056
롯데칠성음료 : 칠성사이다 청량 바이브 이벤트,2024-07-12,15.0,음료및기호식품,비알콜음료,사이다,롯데칠성음료(주),(주)대홍기획,히어로크리에이티브,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860281H01_1_24-TX-07-027
케이티 : 통신서비스 요고,2024-07-12,15.0,컴퓨터및정보통신,통신망,이동통신,(주)케이티,(주)제일기획,제일기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860313H01_1_24-TH-07-391
엘리자베스아덴 : 화이트티 향수,2024-07-12,30.0,화장품및보건용품,방향화장품,성인용향수,엘리자베스아덴,,,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860323H01_1_24-HC-07-053
오스템임플란트 : 2024 기업PR,2024-07-12,15.0,제약및의료,제약및의료기타,제약및의료기업PR,오스템임플란트주식회사,(주)제일기획,제일기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/867082H01_1_24-TH-12-324
